Botanical Name,family,Alberta,British Columbia,Manitoba,New Brunswick,Nova Scotia,Ontario,Quebec,Saskatchewan
kalmia polifolia,Ericaceae,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
kalmia procumbens,Ericaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
kerria spp.,Rosaceae,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
kerria japonica,Rosaceae,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
kickxia spp.,Plantaginaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
kickxia elatine,Plantaginaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
kickxia elatine subsp. elatine,Plantaginaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
kickxia spuria,Plantaginaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
kickxia spuria subsp. spuria,Plantaginaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
knautia spp.,Caprifoliaceae,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
knautia arvensis,Caprifoliaceae,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
koeleria spp.,Poaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
koeleria macrantha,Poaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
koeleria macrantha subsp. macrantha,Poaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
koeleria spicata,Poaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
koeleria spicata subsp. spicata,Poaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
koeleria vaseyi,Poaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
koenigia spp.,Polygonaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
koenigia islandica,Polygonaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
koenigia polystachya,Polygonaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
kopsiopsis spp.,Orobanchaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
kopsiopsis hookeri,Orobanchaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
krascheninnikovia spp.,Amaranthaceae,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
krascheninnikovia lanata,Amaranthaceae,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
krigia spp.,Asteraceae,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0
krigia biflora,Asteraceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
krigia virginica,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
lachnanthes spp.,Haemodoraceae,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
lachnanthes caroliana,Haemodoraceae,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
lactuca spp.,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lactuca biennis,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lactuca canadensis,Asteraceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
lactuca floridana,Asteraceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
lactuca hirsuta,Asteraceae,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
lactuca ludoviciana,Asteraceae,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
lactuca muralis,Asteraceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
lactuca oblongifolia,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
lactuca saligna,Asteraceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
lactuca sativa,Asteraceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
lactuca serriola,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lagurus spp.,Poaceae,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
lagurus ovatus,Poaceae,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
lamium spp.,Lamiaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lamium album,Lamiaceae,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
lamium album subsp. album,Lamiaceae,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
lamium amplexicaule,Lamiaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lamium amplexicaule subsp. amplexicaule,Lamiaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lamium hybridum,Lamiaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
lamium purpureum,Lamiaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
lamium purpureum var. incisum,Lamiaceae,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
lamium purpureum var. purpureum,Lamiaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
laportea spp.,Urticaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
laportea canadensis,Urticaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
lappula spp.,Boraginaceae,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
lappula occidentalis,Boraginaceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
lappula squarrosa,Boraginaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lappula texana,Boraginaceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
lapsana spp.,Asteraceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
lapsana communis,Asteraceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
lapsana communis subsp. communis,Asteraceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
larix spp.,Pinaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
larix laricina,Pinaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
larix lyallii,Pinaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
larix occidentalis,Pinaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lasthenia spp.,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lasthenia glaberrima,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lasthenia maritima,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lathrocasis spp.,Polemoniaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lathrocasis tenerrima,Polemoniaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lathyrus spp.,Fabaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lathyrus incurvus,Fabaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lathyrus japonicus,Fabaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
lathyrus japonicus var. japonicus,Fabaceae,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0
lathyrus japonicus var. maritimus,Fabaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
lathyrus japonicus var. parviflorus,Fabaceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
lathyrus japonicus var. pellitus,Fabaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
lathyrus lanszwertii,Fabaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lathyrus lanszwertii var. bijugatus,Fabaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lathyrus latifolius,Fabaceae,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
lathyrus latifolius subsp. latifolius,Fabaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
lathyrus littoralis,Fabaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lathyrus nevadensis,Fabaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lathyrus nevadensis var. nevadensis,Fabaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lathyrus ochroleucus,Fabaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
lathyrus odoratus,Fabaceae,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
lathyrus oleraceus,Fabaceae,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
lathyrus palustris,Fabaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lathyrus palustris subsp. palustris,Fabaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lathyrus pratensis,Fabaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
lathyrus sphaericus,Fabaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
lathyrus sylvestris,Fabaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
lathyrus tingitanus,Fabaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
lathyrus tuberosus,Fabaceae,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
lathyrus venosus,Fabaceae,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
lathyrus venosus var. intonsus,Fabaceae,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
lechea spp.,Cistaceae,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
lechea intermedia,Cistaceae,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
lechea intermedia var. depauperata,Cistaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
lechea intermedia var. intermedia,Cistaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
lechea intermedia var. juniperina,Cistaceae,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0
lechea intermedia var. laurentiana,Cistaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
lechea maritima,Cistaceae,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0
lechea maritima var. subcylindrica,Cistaceae,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0
lechea minor,Cistaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lechea mucronata,Cistaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lechea pulchella,Cistaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lechea pulchella var. moniliformis,Cistaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lechea stricta,Cistaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
leersia spp.,Poaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leersia oryzoides,Poaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leersia virginica,Poaceae,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
lemna spp.,Araceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemna minor,Araceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lemna perpusilla,Araceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
lemna trisulca,Araceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
lemna turionifera,Araceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leontodon spp.,Asteraceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
leontodon hispidus,Asteraceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
leontodon hispidus subsp. hispidus,Asteraceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
leontodon saxatilis,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
leontodon saxatilis subsp. saxatilis,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
leonurus spp.,Lamiaceae,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
leonurus cardiaca,Lamiaceae,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
leonurus japonicus,Lamiaceae,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
lepidium spp.,Brassicaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lepidium appelianum,Brassicaceae,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
lepidium campestre,Brassicaceae,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
lepidium chalepense,Brassicaceae,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
lepidium coronopus,Brassicaceae,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
lepidium densiflorum,Brassicaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lepidium didymum,Brassicaceae,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
lepidium draba,Brassicaceae,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
lepidium heterophyllum,Brassicaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
lepidium heterophyllum subsp. heterophyllum,Brassicaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
lepidium latifolium,Brassicaceae,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
lepidium perfoliatum,Brassicaceae,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
lepidium ramosissimum,Brassicaceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
lepidium ruderale,Brassicaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lepidium sativum,Brassicaceae,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
lepidium virginicum,Brassicaceae,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
lepidium virginicum subsp. menziesii,Brassicaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lepidium virginicum subsp. virginicum,Brassicaceae,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
leptarrhena spp.,Saxifragaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
leptarrhena pyrolifolia,Saxifragaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
leptosiphon spp.,Polemoniaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
leptosiphon harknessii,Polemoniaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
leptosiphon minimus,Polemoniaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
leptosiphon septentrionalis,Polemoniaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
lespedeza spp.,Fabaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lespedeza frutescens,Fabaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lespedeza violacea,Fabaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
leucanthemella spp.,Asteraceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
leucanthemella serotina,Asteraceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
leucanthemum spp.,Asteraceae,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
leucanthemum vulgare,Asteraceae,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
leucanthemum vulgare subsp. vulgare,Asteraceae,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
leucojum spp.,Amaryllidaceae,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
leucojum aestivum,Amaryllidaceae,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
leucophysalis spp.,Solanaceae,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
leucophysalis grandiflora,Solanaceae,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
leucospora spp.,Plantaginaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
leucospora multifida,Plantaginaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
levisticum spp.,Apiaceae,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
levisticum officinale,Apiaceae,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
lewisia spp.,Montiaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lewisia columbiana,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lewisia columbiana var. columbiana,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lewisia columbiana var. rupicola,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lewisia pygmaea,Montiaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lewisia rediviva,Montiaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lewisia rediviva var. rediviva,Montiaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lewisiopsis spp.,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lewisiopsis tweedyi,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
leymus spp.,Poaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leymus angustus,Poaceae,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
leymus arenarius,Poaceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
leymus cinereus,Poaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
leymus condensatus,Poaceae,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
leymus flavescens,Poaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
leymus innovatus,Poaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
leymus mollis,Poaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leymus triticoides,Poaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
leymus villosissimus,Poaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
leymus x vancouverensis,Poaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
liatris spp.,Asteraceae,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
liatris aspera,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
liatris cylindracea,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
liatris ligulistylis,Asteraceae,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
liatris punctata,Asteraceae,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
liatris punctata var. punctata,Asteraceae,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
liatris spheroidea,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
liatris spicata,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
liatris spicata var. spicata,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
liatris x gladewitzii,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
ligusticum spp.,Apiaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
ligusticum calderi,Apiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
ligusticum canbyi,Apiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
ligusticum scothicum,Apiaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
ligusticum scothicum subsp. hultenii,Apiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
ligusticum scothicum subsp. scothicum,Apiaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
ligusticum verticillatum,Apiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lilaeopsis spp.,Apiaceae,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0
lilaeopsis chinensis,Apiaceae,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
lilaeopsis occidentalis,Apiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lilium spp.,Liliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lilium canadense,Liliaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
lilium columbianum,Liliaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lilium lancifolium,Liliaceae,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
lilium martagon,Liliaceae,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
lilium martagon var. martagon,Liliaceae,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
lilium michiganense,Liliaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lilium philadelphicum,Liliaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
limnanthes spp.,Limnanthaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
limnanthes macounii,Limnanthaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
limonium spp.,Plumbaginaceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
limonium carolinianum,Plumbaginaceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
limosella spp.,Scrophulariaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limosella aquatica,Scrophulariaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
limosella aquatica var. aquatica,Scrophulariaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
limosella australis,Scrophulariaceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
linanthus spp.,Polemoniaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
linanthus pungens,Polemoniaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
linanthus pungens subsp. hookeri,Polemoniaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
linanthus pungens subsp. pungens,Polemoniaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
linaria spp.,Plantaginaceae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
linaria bipartita,Plantaginaceae,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
linaria canadensis,Plantaginaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
linaria dalmatica,Plantaginaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
linaria maroccana,Plantaginaceae,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
linaria purpurea,Plantaginaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
linaria repens,Plantaginaceae,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
linaria texana,Plantaginaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
linaria vulgaris,Plantaginaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
linaria vulgaris subsp. vulgaris,Plantaginaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lindera spp.,Lauraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lindera benzoin,Lauraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lindernia spp.,Linderniaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
lindernia dubia,Linderniaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
lindernia dubia var. dubia,Linderniaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
linnaea spp.,Caprifoliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linnaea borealis,Caprifoliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linnaea borealis var. americana,Caprifoliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linnaea borealis var. longiflora,Caprifoliaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
linum spp.,Linaceae,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
linum australe,Linaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
linum australe var. australe,Linaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
linum bienne,Linaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
linum catharticum,Linaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
linum catharticum var. catharticum,Linaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
linum compactum,Linaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
linum lewisii,Linaceae,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0
linum lewisii var. lepagei,Linaceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
linum lewisii var. lewisii,Linaceae,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0
linum medium,Linaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
linum medium var. medium,Linaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
linum medium var. texanum,Linaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
linum perenne,Linaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
linum rigidum,Linaceae,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
linum rigidum var. rigidum,Linaceae,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
linum striatum,Linaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
linum sulcatum,Linaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
linum usitatissimum,Linaceae,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
linum usitatissimum var. usitatissimum,Linaceae,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
linum virginianum,Linaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lipandra spp.,Amaranthaceae,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
lipandra polysperma,Amaranthaceae,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
liparis spp.,Orchidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liparis liliifolia,Orchidaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
liparis loeselii,Orchidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liparis loeselii subsp. loeselii,Orchidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liriodendron spp.,Magnoliaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
liriodendron tulipifera,Magnoliaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lithophragma spp.,Saxifragaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
lithophragma glabrum,Saxifragaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
lithophragma parviflorum,Saxifragaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lithophragma tenellum,Saxifragaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
lithospermum spp.,Boraginaceae,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
lithospermum canescens,Boraginaceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0
lithospermum caroliniense,Boraginaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lithospermum caroliniense var. croceum,Boraginaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
lithospermum incisum,Boraginaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
lithospermum latifolium,Boraginaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
