Botanical Name,family,Alberta,British Columbia,Manitoba,New Brunswick,Nova Scotia,Ontario,Quebec,Saskatchewan
hyacinthoides spp.,Asparagaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
hyacinthoides hispanica,Asparagaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
hyacinthoides non-scripta,Asparagaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
hydrangea spp.,Hydrangeaceae,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
hydrangea arborescens,Hydrangeaceae,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
hydrangea paniculata,Hydrangeaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
hydrastis spp.,Ranunculaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
hydrastis canadensis,Ranunculaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
hydrocharis spp.,Hydrocharitaceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
hydrocharis morsus-ranae,Hydrocharitaceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
hydrocotyle spp.,Araliaceae,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
hydrocotyle americana,Araliaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
hydrocotyle ranunculoides,Araliaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
hydrocotyle umbellata,Araliaceae,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
hydrophyllum spp.,Boraginaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
hydrophyllum appendiculatum,Boraginaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
hydrophyllum canadense,Boraginaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
hydrophyllum capitatum,Boraginaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
hydrophyllum capitatum var. capitatum,Boraginaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
hydrophyllum fendleri,Boraginaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
hydrophyllum fendleri var. albifrons,Boraginaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
hydrophyllum tenuipes,Boraginaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
hydrophyllum virginianum,Boraginaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
hydrophyllum virginianum var. virginianum,Boraginaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
hylodesmum spp.,Fabaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
hylodesmum glutinosum,Fabaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
hylodesmum nudiflorum,Fabaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
hylotelephium spp.,Crassulaceae,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
hylotelephium telephioides,Crassulaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
hylotelephium telephium,Crassulaceae,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
hymenopappus spp.,Asteraceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
hymenopappus filifolius,Asteraceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
hymenopappus filifolius var. polycephalus,Asteraceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
hymenophyllum spp.,Hymenophyllaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
hymenophyllum wrightii,Hymenophyllaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
hymenoxys spp.,Asteraceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
hymenoxys richardsonii,Asteraceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
hymenoxys richardsonii var. richardsonii,Asteraceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
hyoscyamus spp.,Solanaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hyoscyamus albus,Solanaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
hyoscyamus niger,Solanaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hypericum spp.,Hypericaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hypericum anagalloides,Hypericaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
hypericum ascyron,Hypericaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
hypericum ascyron subsp. pyramidatum,Hypericaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
hypericum boreale,Hypericaceae,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
hypericum canadense,Hypericaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
hypericum ellipticum,Hypericaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
hypericum fraseri,Hypericaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hypericum gentianoides,Hypericaceae,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0
hypericum hirsutum,Hypericaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
hypericum kalmianum,Hypericaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
hypericum maculatum,Hypericaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
hypericum maculatum subsp. obtusiusculum,Hypericaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
hypericum majus,Hypericaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hypericum mutilum,Hypericaceae,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
hypericum mutilum subsp. mutilum,Hypericaceae,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
hypericum perforatum,Hypericaceae,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
hypericum perforatum subsp. perforatum,Hypericaceae,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
hypericum prolificum,Hypericaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
hypericum punctatum,Hypericaceae,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
hypericum scouleri,Hypericaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
hypericum sphaerocarpum,Hypericaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
hypericum virginicum,Hypericaceae,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
hypericum x dissimulatum,Hypericaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
hypochaeris spp.,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
hypochaeris glabra,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
hypoxis spp.,Hypoxidaceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0
hypoxis hirsuta,Hypoxidaceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0
iberis spp.,Brassicaceae,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
iberis amara,Brassicaceae,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
iberis umbellata,Brassicaceae,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
iberodes spp.,Boraginaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
iberodes linifolia,Boraginaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
idahoa spp.,Brassicaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
idahoa scapigera,Brassicaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
ilex spp.,Aquifoliaceae,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
ilex aquifolium,Aquifoliaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
ilex glabra,Aquifoliaceae,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
ilex mucronata,Aquifoliaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
ilex verticillata,Aquifoliaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
iliamna spp.,Malvaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
iliamna rivularis,Malvaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
impatiens spp.,Balsaminaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impatiens aurella,Balsaminaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
impatiens balfourii,Balsaminaceae,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
impatiens capensis,Balsaminaceae,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
impatiens ecornuta,Balsaminaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
impatiens glandulifera,Balsaminaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
impatiens noli-tangere,Balsaminaceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
impatiens pallida,Balsaminaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
impatiens parviflora,Balsaminaceae,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
inula spp.,Asteraceae,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
inula helenium,Asteraceae,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
inula helenium subsp. helenium,Asteraceae,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
inula racemosa,Asteraceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
ionactis spp.,Asteraceae,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0
ionactis linariifolia,Asteraceae,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0
ionactis stenomeres,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
ipomoea spp.,Convolvulaceae,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0
ipomoea hederacea,Convolvulaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
ipomoea pandurata,Convolvulaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
ipomoea purpurea,Convolvulaceae,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
ipomoea quamoclit,Convolvulaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
ipomopsis spp.,Polemoniaceae,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0
ipomopsis aggregata,Polemoniaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
ipomopsis aggregata subsp. aggregata,Polemoniaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
ipomopsis rubra,Polemoniaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
iris spp.,Iridaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
iris brevicaulis,Iridaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
iris ensata,Iridaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
iris hookeri,Iridaceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
iris lacustris,Iridaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
iris missouriensis,Iridaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
iris pseudacorus,Iridaceae,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
iris pumila,Iridaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
iris setosa,Iridaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
iris setosa var. setosa,Iridaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
iris sibirica,Iridaceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
iris versicolor,Iridaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
iris virginica,Iridaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
iris x robusta,Iridaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
iris x sancti-cyri,Iridaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
isatis spp.,Brassicaceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
isatis tinctoria,Brassicaceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
isatis tinctoria subsp. tinctoria,Brassicaceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
isoetes spp.,Isoetaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isoetes bolanderi,Isoetaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
isoetes bolanderi var. bolanderi,Isoetaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
isoetes engelmannii,Isoetaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
isoetes howellii,Isoetaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
isoetes lacustris,Isoetaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
isoetes laurentiana,Isoetaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
isoetes macrospora,Isoetaceae,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
isoetes maritima,Isoetaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
isoetes minima,Isoetaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
isoetes nuttallii,Isoetaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
isoetes occidentalis,Isoetaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
isoetes prototypus,Isoetaceae,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0
isoetes septentrionalis,Isoetaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
isoetes tenella,Isoetaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isoetes truncata,Isoetaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
isoetes tuckermanii,Isoetaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
isoetes tuckermanii subsp. acadiensis,Isoetaceae,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0
isoetes tuckermanii subsp. tuckermanii,Isoetaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
isoetes x blondeaui,Isoetaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
isoetes x dodgei,Isoetaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
isoetes x eatonii,Isoetaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
isoetes x echtuckerii,Isoetaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
isoetes x foveolata,Isoetaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
isoetes x harveyi,Isoetaceae,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0
isoetes x hickeyi,Isoetaceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0
isoetes x jeffreyi,Isoetaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
isoetes x marensis,Isoetaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
isoetes x pseudotruncata,Isoetaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
isolepis spp.,Cyperaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
isolepis cernua,Cyperaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
isolepis cernua var. cernua,Cyperaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
isolepis setacea,Cyperaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
isotria spp.,Orchidaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
isotria medeoloides,Orchidaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
isotria verticillata,Orchidaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
iva spp.,Asteraceae,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
iva axillaris,Asteraceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
iva axillaris var. axillaris,Asteraceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
iva frutescens,Asteraceae,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
iva frutescens subsp. oraria,Asteraceae,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
jacobaea spp.,Asteraceae,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0
jacobaea pseudoarnica,Asteraceae,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0
jacobaea vulgaris,Asteraceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
jacobaea vulgaris subsp. vulgaris,Asteraceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
jaumea spp.,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
jaumea carnosa,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
jeffersonia spp.,Berberidaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
jeffersonia diphylla,Berberidaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
juglans spp.,Juglandaceae,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
juglans cinerea,Juglandaceae,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
juglans nigra,Juglandaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
juglans x bixbyi,Juglandaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
juncus spp.,Juncaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juncus acuminatus,Juncaceae,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
juncus alpinoarticulatus,Juncaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juncus alpinoarticulatus subsp. americanus,Juncaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juncus amuricus,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus anthelatus,Juncaceae,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
juncus arcticus,Juncaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
juncus arcticus subsp. alaskanus,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus arcticus subsp. arcticus,Juncaceae,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
juncus articulatus,Juncaceae,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
juncus articulatus subsp. articulatus,Juncaceae,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
juncus balticus,Juncaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juncus balticus subsp. ater,Juncaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
juncus balticus subsp. littoralis,Juncaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
juncus biglumis,Juncaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
juncus bolanderi,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus brachycarpus,Juncaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
juncus brachycephalus,Juncaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
juncus breweri,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus bufonius,Juncaceae,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
juncus bulbosus,Juncaceae,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
juncus caesariensis,Juncaceae,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
juncus canadensis,Juncaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
juncus castaneus,Juncaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
juncus castaneus subsp. castaneus,Juncaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
juncus compressus,Juncaceae,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
juncus confusus,Juncaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
juncus conglomeratus,Juncaceae,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
juncus covillei,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus covillei var. covillei,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus covillei var. obtusatus,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus drummondii,Juncaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus dudleyi,Juncaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juncus effusus,Juncaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
juncus effusus subsp. effusus,Juncaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
juncus effusus subsp. pacificus,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus effusus subsp. solutus,Juncaceae,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
juncus ensifolius,Juncaceae,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0
juncus falcatus,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus falcatus subsp. sitchensis,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus filiformis,Juncaceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
juncus gerardi,Juncaceae,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
juncus gerardi subsp. gerardi,Juncaceae,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
juncus greenei,Juncaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
juncus haenkei,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus hesperius,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus inflexus,Juncaceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
juncus inflexus subsp. inflexus,Juncaceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
juncus interior,Juncaceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0
juncus kelloggii,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus laccatus,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus longistylis,Juncaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
juncus marginatus,Juncaceae,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
juncus mertensianus,Juncaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
juncus militaris,Juncaceae,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0
juncus minutulus,Juncaceae,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
juncus nevadensis,Juncaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
juncus nodosus,Juncaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juncus occidentalis,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus orthophyllus,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus oxymeris,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus parryi,Juncaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus pelocarpus,Juncaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
juncus pylaei,Juncaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
juncus ranarius,Juncaceae,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0
juncus regelii,Juncaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus saximontanus,Juncaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus secundus,Juncaceae,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0
juncus stygius,Juncaceae,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
juncus stygius subsp. americanus,Juncaceae,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
juncus subcaudatus,Juncaceae,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0
juncus subtilis,Juncaceae,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
juncus supiniformis,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus tenuis,Juncaceae,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
juncus torreyi,Juncaceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
juncus triglumis,Juncaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
juncus triglumis subsp. albescens,Juncaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
juncus triglumis subsp. triglumis,Juncaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juncus tweedyi,Juncaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juncus vaseyi,Juncaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juncus x gracilescens,Juncaceae,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0
juncus x lemieuxii,Juncaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
juncus x nodosiformis,Juncaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
juniperus spp.,Cupressaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juniperus communis,Cupressaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
juniperus communis var. charlottensis,Cupressaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juniperus communis var. depressa,Cupressaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
juniperus communis var. megistocarpa,Cupressaceae,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0
juniperus communis var. saxatilis,Cupressaceae,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0
juniperus henryana,Cupressaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juniperus horizontalis,Cupressaceae,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
juniperus scopulorum,Cupressaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
juniperus virginiana,Cupressaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
juniperus virginiana var. virginiana,Cupressaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
kalmia spp.,Ericaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kalmia angustifolia,Ericaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
kalmia angustifolia subsp. angustifolia,Ericaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
kalmia microphylla,Ericaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
kalmia microphylla var. microphylla,Ericaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
kalmia microphylla var. occidentalis,Ericaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
